id,name,description,designer_page_description,featured,featured_description,designer_page_image,website,designer_url,shipping_handling,return_policy,read_more,logo,active,activate_date,deactivate_date,slug,shipping_method
30,Agave Denim,"<p>Agave Denim is committed to designing and manufacturing beautiful, inspired and authentic denim products in a sustainable way using the highest quality materials in the USA. Designed in Portland and handcrafted in California, Agave remains true to its roots of designing and crafting the best tailored, most beautiful and highest quality denim jeans, authentically sewn and hand-finished exclusively in California. Agave is represented by friends, artisans and passionate people who stand for Courage, Compassion & Conservation.</p>
 
<p>Agave Denim is a “West Coast Life” brand that is both inspired by and captures the spirit and natural beauty of some of most magnificent landscapes and terrain on the planet from the Sea of Cortez to the Kenai Peninsula including Baja California, Southern California, the Central Coast, the Mojave Desert, the Sierra Nevada, Big Sur, the San Francisco Bay Area, Coastal Oregon, the Cascade Range, Washington State, the San Juan Islands, the Olympic Rain Forest, British Columbia and Western Alaska all connected by the Pacific Ocean.</p>",West Coast luxury denim made in America,False,,,http://www.agavedenim.com/,,"<p><b>FREE Shipping on orders over $100 to the USA and Canada!</b></p>
<p>We offer fast and free shipping anywhere in the US and Canada for all orders over $100. Orders under $100 will accrue a $10 shipping charge.</p>

<p><b>Free Returns on ALL Orders:</b></p>
<p>Exchanges and returns accepted within <strong>30 days</strong> of shipping. Returns are FREE for members. Not a member? <a href=""/user/register"">Sign up now.</a> Add confidence to your purchase by reading our return policy <a href=""/customer-care/exchanges-and-returns"">here</a>.</p>

<p><b>Non US/Canada:</b></p>
<p>Are you outside the US or Canada? We'll be shipping overseas soon, but if there's something that you absolutely must have then please email us at service@modavanti.com and we will be able to ship to you!</p>",Not what you expected? That’s okay! Exchanges and returns accepted within <strong>30 days</strong> of shipping. Click here to read the fine print of our return policy.,,,True,None,None,agave-denim,1
31,Heidi Merrick,"<p>Designed and produced in Los Angeles, Heidi Merrick has become an homage to the California lifestyle. Every piece, if not made in the downtown LA studio, is made within walking distance of it. It is a local footprint with a global appeal.</p>

<p>Heidi is the daughter of legendary surfboard shaper, Al Merrick. Having been raised in the surf culture, Heidi brings a fresh take on fashion through her incorporation of the color and clean lines of the ocean into every detail of design.</p>

<p>The collection has been featured in publications like Elle, WWD, Turkish Vogue, Lucky, Foam, InStyle, Domino and C Magazine.  Demi Moore, Jessica Alba, Kelly Rutherford, Abigail Spencer, Jaime King, Ricki-Lee, Shiva Rose, Mindy Kaling and her best friend, Jenny Murray, wear Heidi Merrick.</p> ",California ready to wear designed and produced in Los Angeles ,True,"Designed and produced in southern California, Heidi Merrick pays homage to the California lifestyle. Every piece, if not made in the downtown LA studio, is made within walking distance of it. It is a local footprint with a global appeal.
Heidi is the daughter of legendary surfboard shaper, Al Merrick. Having been raised in the surf culture, Heidi brings a fresh take on fashion through her incorporation of the color and clean lines of the ocean into every detail of design. For Heidi, nature and the ocean around her serves as inspiration for her label. The movement, depths, colors and accompanying beach lifestyle of the ocean have greatly influenced Heidi‘s style over the years.",modacore/designers/images/HeidiMerrick-560.jpg,http://www.heidimerrick.com/home,,"<p><b>FREE Shipping on orders over $100 to the USA and Canada!</b></p>
<p>We offer fast and free shipping anywhere in the US and Canada for all orders over $100. Orders under $100 will accrue a $10 shipping charge.</p>

<p><b>Free Returns on ALL Orders:</b></p>
<p>Exchanges and returns accepted within <strong>30 days</strong> of shipping. Returns are FREE for members. Not a member? <a href=""/user/register"">Sign up now.</a> Add confidence to your purchase by reading our return policy <a href=""/customer-care/exchanges-and-returns"">here</a>.</p>

<p><b>Non US/Canada:</b></p>
<p>Are you outside the US or Canada? We'll be shipping overseas soon, but if there's something that you absolutely must have then please email us at service@modavanti.com and we will be able to ship to you!</p>",Not what you expected? That’s okay! Exchanges and returns accepted within <strong>30 days</strong> of shipping. Click here to read the fine print of our return policy.,http://www.modavantiblog.com/2013/02/04/featured-designer-heidi-merrick-a-california-girl-with-a-global-appeal/,,True,None,None,heidi-merrick,1
32,Modahnik,"<p>Modahnik is inspired by the avant garde eclecticism of Congolese art and culture. With vibrant, colorful prints and solids, we combine African textiles with cutting edge patterns, and styles for the sophisticated woman. From Congo to Chicago it caters to the woman with an exquisite sense of style, and a desire to stand apart from the crowd. The Modahnik woman is a global nomad who sees fashion as a creative expression of her independence and individuality.</p>

<p>Each Modahnik dress is made with the highest quality and attention to detail. Creative Director Kahindo Mateene’s artful draping and understanding of symmetry transforms ordinary prints into stylish wearable pieces of art that accentuate a woman’s body. Mateene believes -- and Modavanti certainly agrees -- that fashion is most stylish when it is produced with the highest ethical and socially conscious principles.</p>",Avant Garde Eclecticism of Congolese Art and Culture,False,,,http://www.modahnik.com/,,"<p><b>FREE Shipping on orders over $100 to the USA and Canada!</b></p>
<p>We offer fast and free shipping anywhere in the US and Canada for all orders over $100. Orders under $100 will accrue a $10 shipping charge.</p>

<p><b>Free Returns on ALL Orders:</b></p>
<p>Exchanges and returns accepted within <strong>30 days</strong> of shipping. Returns are FREE for members. Not a member? <a href=""/user/register"">Sign up now.</a> Add confidence to your purchase by reading our return policy <a href=""/customer-care/exchanges-and-returns"">here</a>.</p>

<p><b>Non US/Canada:</b></p>
<p>Are you outside the US or Canada? We'll be shipping overseas soon, but if there's something that you absolutely must have then please email us at service@modavanti.com and we will be able to ship to you!</p>",Not what you expected? That’s okay! Exchanges and returns accepted within <strong>30 days</strong> of shipping. Click here to read the fine print of our return policy.,,,False,None,None,modahnik,1
35,Elkarti Morocco,"<p>Elkarti Morocco designs unique handcrafted accessories. They use high quality Moroccan leather processed naturally in tanneries that are hundreds of years old.</p>

<p>Elkarti's mission is to empower Moroccan artisans by offering them education and business training in order for them to become visible to the world.</p>

<p>Elkarti’s collections tell the story and heritage of superior quality Moroccan craftsmanship while preserving and developing the artisan economy sustainably.</p>",Superior Quality Moroccan craftsmanship Preserving History,False,,,http://www.elkarti.com/,,"<p><b>FREE Shipping on orders over $100 to the USA and Canada!</b></p>
<p>We offer fast and free shipping anywhere in the US and Canada for all orders over $100. Orders under $100 will accrue a $10 shipping charge.</p>

<p><b>Free Returns on ALL Orders:</b></p>
<p>Exchanges and returns accepted within <strong>30 days</strong> of shipping. Returns are FREE for members. Not a member? <a href=""/user/register"">Sign up now.</a> Add confidence to your purchase by reading our return policy <a href=""/customer-care/exchanges-and-returns"">here</a>.</p>

<p><b>Non US/Canada:</b></p>
<p>Are you outside the US or Canada? We'll be shipping overseas soon, but if there's something that you absolutely must have then please email us at service@modavanti.com and we will be able to ship to you!</p>",Not what you expected? That’s okay! Exchanges and returns accepted within <strong>30 days</strong> of shipping. Click here to read the fine print of our return policy.,,,False,None,None,elkarti-morocco,1
36,Ecoology,"<p>Ecoology was born out of a dream: to care and spoil both women and the planet we live on through fashion and design. Ecoology is an eco friendly fashion brand with a clear ethic, dynamic and cool identity which was born in Barcelona, a unique Mediterranean enclave and a reference for contemporary design, architecture and trends.</p>

<p>Ecoology's mission is clear: to provide today’s woman with catwalk trends made with organic and natural fabrics. We use the raw materials that the Earth gives us such as tencel, milk woven fabric, cotton, bamboo, wool and linen, as well as recycled materials.</p>","A Clear Ethic, Dynamic and Cool Identity from Barcelona",False,,,http://www.ecoology.es/en,,"<p><b>FREE Shipping on orders over $100 to the USA and Canada!</b></p>
<p>We offer fast and free shipping anywhere in the US and Canada for all orders over $100. Orders under $100 will accrue a $10 shipping charge.</p>

<p><b>Free Returns on ALL Orders:</b></p>
<p>Exchanges and returns accepted within <strong>30 days</strong> of shipping. Returns are FREE for members. Not a member? <a href=""/user/register"">Sign up now.</a> Add confidence to your purchase by reading our return policy <a href=""/customer-care/exchanges-and-returns"">here</a>.</p>

<p><b>Non US/Canada:</b></p>
<p>Are you outside the US or Canada? We'll be shipping overseas soon, but if there's something that you absolutely must have then please email us at service@modavanti.com and we will be able to ship to you!</p>",Not what you expected? That’s okay! Exchanges and returns accepted within <strong>30 days</strong> of shipping. Click here to read the fine print of our return policy.,,,False,None,None,ecoology,1
39,Baggu,"BAGGU makes simple, high quality bags in bright colors. They fill many uses so you can own less stuff.",Zero Waste bags for everyday use from Brooklyn,False,,,http://baggu.com/,,"<p><b>FREE Shipping on orders over $100 to the USA and Canada!</b></p>
<p>We offer fast and free shipping anywhere in the US and Canada for all orders over $100. Orders under $100 will accrue a $10 shipping charge.</p>

<p><b>Free Returns on ALL Orders:</b></p>
<p>Exchanges and returns accepted within <strong>30 days</strong> of shipping. Returns are FREE for members. Not a member? <a href=""/user/register"">Sign up now.</a> Add confidence to your purchase by reading our return policy <a href=""/customer-care/exchanges-and-returns"">here</a>.</p>

<p><b>Non US/Canada:</b></p>
<p>Are you outside the US or Canada? We'll be shipping overseas soon, but if there's something that you absolutely must have then please email us at service@modavanti.com and we will be able to ship to you!</p>",Not what you expected? That’s okay! Exchanges and returns accepted within <strong>30 days</strong> of shipping. Click here to read the fine print of our return policy.,,,True,None,None,baggu,1
41,UNA Fashion,"<p>What started as a lifelong entrepreneurial dream for UNA Fashion founder Megan Doepker evolved into the philosophy that good business can make our world a better place. The mission narrowed and focused on seeing the economic disparity diminish between her home country, Canada, and the exotic places she so eagerly explored. Megan wanted to contribute a sustainable solution of alleviating the poverty that inflicts over half our global population who live on less than $2 a day. UNA Fashion took shape as the platform to achieve this mission of social justice while minimizing our impact on the environment; justice for our global society.</p>  

<p>During 5 months in India Megan sought out eco-friendly materials, artisans and organization that align with the values of her mission and represent what it means to ""fashion the change"". The mission was to create a sustainable fashion label where a purchase has a direct and positive impact on both people and the planet. A label that follows the principles of the slow fashion movement; to choose well and make it last. As a result, UNA Fashion collections are designed to be durable, timeless and functional.</p> 

<p>UNA Fashion is the result of a traveller, dreamer and idealist, and a journey that has only just begun.</p>","Freedom from the Sex Trade: Buy a Bag, Save a Life",False,,,http://www.unafashion.com/,,"<p><b>FREE Shipping on orders over $100 to the USA and Canada!</b></p>
<p>We offer fast and free shipping anywhere in the US and Canada for all orders over $100. Orders under $100 will accrue a $10 shipping charge.</p>

<p><b>Free Returns on ALL Orders:</b></p>
<p>Exchanges and returns accepted within <strong>30 days</strong> of shipping. Returns are FREE for members. Not a member? <a href=""/user/register"">Sign up now.</a> Add confidence to your purchase by reading our return policy <a href=""/customer-care/exchanges-and-returns"">here</a>.</p>

<p><b>Non US/Canada:</b></p>
<p>Are you outside the US or Canada? We'll be shipping overseas soon, but if there's something that you absolutely must have then please email us at service@modavanti.com and we will be able to ship to you!</p>",Not what you expected? That’s okay! Exchanges and returns accepted within <strong>30 days</strong> of shipping. Click here to read the fine print of our return policy.,,,True,None,None,una-fashion,1
43,Gunas,"<p>GUNAS is an exclusive, attainable, luxury lifestyle brand defined by its progressive outlook towards fashion. It embodies the style and spirit of someone who not only loves fashion but also takes a deep interest in how their precious belongings are made. GUNAS is the ultimate symbol and pioneer of high fashion blended with functionality for the progressive minded, luxury-loving individual.</p> 

<p>Every collection is bold and edgy, making a statement for those who want to differentiate themselves in a crowd. GUNAS strongly believes in conscious-consumption and exclusivity. Hence most of our bags are produced as Limited Editions only.</p> 

<p>GUNAS bags are 100% cruelty-free and sweatshop-free! Even the adhesives used in constructing are water-based and vegan. No compromises are made in style and quality. GUNAS travels far and wide to source the best hardware and eco-friendly alternative materials to replicate the quality similar to that of any other leather-friendly brand.</p>",Vegan designer handbags,False,,,http://www.gunasthebrand.com/,,"<p><b>FREE Shipping on orders over $100 to the USA and Canada!</b></p>
<p>We offer fast and free shipping anywhere in the US and Canada for all orders over $100. Orders under $100 will accrue a $10 shipping charge.</p>

<p><b>Free Returns on ALL Orders:</b></p>
<p>Exchanges and returns accepted within <strong>30 days</strong> of shipping. Returns are FREE for members. Not a member? <a href=""/user/register"">Sign up now.</a> Add confidence to your purchase by reading our return policy <a href=""/customer-care/exchanges-and-returns"">here</a>.</p>

<p><b>Non US/Canada:</b></p>
<p>Are you outside the US or Canada? We'll be shipping overseas soon, but if there's something that you absolutely must have then please email us at service@modavanti.com and we will be able to ship to you!</p>",Not what you expected? That’s okay! Exchanges and returns accepted within <strong>30 days</strong> of shipping. Click here to read the fine print of our return policy.,,,True,None,None,gunas,1
47,Lalesso,"<p>Lalesso was formed by co-designers Olivia Kennaway and Alice Heusser after a holiday to Lamu Island off the north coast of Kenya. Both Olivia and Alice are children of Africa and have been wrapped in its beautiful fabrics since birth. After studying fashion design together in Cape Town the pair were impelled to harness the magical beauty of the East African 'khanga', also known as 'lesso' to create vibrant and care free summer fashion.</p>

<p>Kenya is a country overflowing with raw talent, incredible design aesthetics and beautiful people yet over 50% of the population live below the poverty line. This was another compelling factor that urged the pair to form the brand and use the business to help create employment with a fair wage that will not only aid survival but allow them to considerably improve their standard of living.</p>",,False,,,http://www.lalesso.com/,,"<p><b>FREE Shipping on orders over $100 to the USA and Canada!</b></p>
<p>We offer fast and free shipping anywhere in the US and Canada for all orders over $100. Orders under $100 will accrue a $10 shipping charge.</p>

<p><b>Free Returns on ALL Orders:</b></p>
<p>Exchanges and returns accepted within <strong>30 days</strong> of shipping. Returns are FREE for members. Not a member? <a href=""/user/register"">Sign up now.</a> Add confidence to your purchase by reading our return policy <a href=""/customer-care/exchanges-and-returns"">here</a>.</p>

<p><b>Non US/Canada:</b></p>
<p>Are you outside the US or Canada? We'll be shipping overseas soon, but if there's something that you absolutely must have then please email us at service@modavanti.com and we will be able to ship to you!</p>",Not what you expected? That’s okay! Exchanges and returns accepted within <strong>30 days</strong> of shipping. Click here to read the fine print of our return policy.,,,False,None,None,lalesso,2
48,NearFar,"<p>Laid back elegance, whimsical west African prints and a voluminous silhouette are the order of the day for ethical fashion brand NearFar’s latest collection for spring /summer 2013, entitled the Bureh Collection.</p>
<p>Designer Stephanie Hogg has explored softer cuts and fluid proportions for the new collection with a focus on relaxed summer pieces in vibrant colours and prints which provide a hit of the exotic. Billowing maxi dresses, cocoon shapes and drop wasted shifts are teamed with contrasting structured jackets. The ever versatile and popular pencil skirt is given a refreshing summer update through a reincarnation in striking geometric prints nod to the swinging sixties while NearFar’s signature beach dresses, bags and clutches are all available in bold new prints.</p>
<p>Taking its inspiration from the colours of Sierra Leone’s capital Freetown, the collection is an ode to the determination, passion and sincerity of the Sierra Leonean people who have seen a significant year for their nation with a peaceful landmark 3rd presidential election since the end of the horrific civil war which ravaged this beautiful country.</p>
<p>The Bureh Collection was shot in the surroundings of an abandoned hotel in central Freetown to create a tangible juxtaposition between the stark, cool lines of the building and
the energetic, vivid colours and flowing shapes of the collection.</p>
<p>Sustainable development is at the heart of the NearFar ethos and the new Collection is launched as the brand has announced a new tuition programme in reading and writing for the young tailors they employ, most of whom missed out entirely on education during the civil war. NearFar’s education programme is funded through NearFar sales and runs for two
hours, twice weekly.</p>",Fair Trade African Prints from Sierra Leone,False,,,http://nearfar.myshopify.com/,,"<p><b>FREE Shipping on orders over $100 to the USA and Canada!</b></p>
<p>We offer fast and free shipping anywhere in the US and Canada for all orders over $100. Orders under $100 will accrue a $10 shipping charge.</p>

<p><b>Free Returns on ALL Orders:</b></p>
<p>Exchanges and returns accepted within <strong>30 days</strong> of shipping. Returns are FREE for members. Not a member? <a href=""/user/register"">Sign up now.</a> Add confidence to your purchase by reading our return policy <a href=""/customer-care/exchanges-and-returns"">here</a>.</p>

<p><b>Non US/Canada:</b></p>
<p>Are you outside the US or Canada? We'll be shipping overseas soon, but if there's something that you absolutely must have then please email us at service@modavanti.com and we will be able to ship to you!</p>",Not what you expected? That’s okay! Exchanges and returns accepted within <strong>30 days</strong> of shipping. Click here to read the fine print of our return policy.,,,True,None,None,nearfar,1
51,Olsenhaus,"Olsenhaus- Pure Vegan was founded by Elizabeth Olsen in August of 2008 in New York City. The mission was to merge passions for design, fashion, function and being a voice for animals, the environment, transparent business practices and unwavering values in ethical and social responsibilities. Elizabeth has been an outspoken advocate against the use of animals for food, clothing, experimentation and entertainment while assisting in movement towards a higher state of consciousness for planet earth and all of mankind. Through Olsenhaus she is able to speak for the animal kingdom specifically, but also about the connection of all living beings on this planet and the collective consciousness beyond.",Animal-Friendly Vegan Shoes,False,,modacore/designers/images/d-olsenhaus.jpeg,http://www.olsenhaus.com/,,"<p><b>FREE Shipping on orders over $100 to the USA and Canada!</b></p>
<p>We offer fast and free shipping anywhere in the US and Canada for all orders over $100. Orders under $100 will accrue a $10 shipping charge.</p>

<p><b>Free Returns on ALL Orders:</b></p>
<p>Exchanges and returns accepted within <strong>30 days</strong> of shipping. Returns are FREE for members. Not a member? <a href=""/user/register"">Sign up now.</a> Add confidence to your purchase by reading our return policy <a href=""/customer-care/exchanges-and-returns"">here</a>.</p>

<p><b>Non US/Canada:</b></p>
<p>Are you outside the US or Canada? We'll be shipping overseas soon, but if there's something that you absolutely must have then please email us at service@modavanti.com and we will be able to ship to you!</p>",Not what you expected? That’s okay! Exchanges and returns accepted within <strong>30 days</strong> of shipping. Click here to read the fine print of our return policy.,,,True,None,None,olsenhaus,1
52,Cri de Coeur,"<p>Cri de Coeur is a luxury accessories brand named from the French expression that translates literally to “cry from the heart.” Cri de Coeur symbolizes a heartfelt desire to change the face of the fashion footwear and accessory markets by providing stylish, contemporary products that are ethically produced from harvest to high-street.</p>

<p>The Collection consists of the highest quality vegan materials – including Ultrasuede made from recycled plastics, eco-PU that’s low-VOC, breathable and biodegradable, organic cotton, hemp and reclaimed wood. Cri de Coeur is committed to choosing vendors who abide by their ideals of earth-friendly manufacturing processes and fair treatment of workers.</p>

<p>Perhaps the most exciting emerging fashion designers of the Green movement, Cri de Coeur has the industry talking and is quickly becoming a favorite of downtown starlets who appreciate their signature brand of cruelty-free elegance.</p>",Globally conscious downtown chic vegan footwear,False,,,http://cri-de-coeur.com/,,"<p><b>FREE Shipping on orders over $100 to the USA and Canada!</b></p>
<p>We offer fast and free shipping anywhere in the US and Canada for all orders over $100. Orders under $100 will accrue a $10 shipping charge.</p>

<p><b>Free Returns on ALL Orders:</b></p>
<p>Exchanges and returns accepted within <strong>30 days</strong> of shipping. Returns are FREE for members. Not a member? <a href=""/user/register"">Sign up now.</a> Add confidence to your purchase by reading our return policy <a href=""/customer-care/exchanges-and-returns"">here</a>.</p>

<p><b>Non US/Canada:</b></p>
<p>Are you outside the US or Canada? We'll be shipping overseas soon, but if there's something that you absolutely must have then please email us at service@modavanti.com and we will be able to ship to you!</p>",Not what you expected? That’s okay! Exchanges and returns accepted within <strong>30 days</strong> of shipping. Click here to read the fine print of our return policy.,,,True,None,None,cri-de-coeur,1
